epoch,accuracy,auc_1,f1_score,loss,precision_1,recall_1,val_accuracy,val_auc_1,val_f1_score,val_loss,val_precision_1,val_recall_1
0,0.702296793460846,0.7436339855194092,0.702296793460846,0.7804668545722961,0.702296793460846,0.702296793460846,0.7248520851135254,0.8125547170639038,0.7248520851135254,0.5332577228546143,0.7248520851135254,0.7248520851135254
1,0.7681095600128174,0.8482602834701538,0.7681095600128174,0.48713016510009766,0.7681095600128174,0.7681095600128174,0.7426035404205322,0.8275183439254761,0.7426035404205322,0.5089761018753052,0.7426035404205322,0.7426035404205322
2,0.814487636089325,0.8900084495544434,0.814487636089325,0.41966119408607483,0.814487636089325,0.814487636089325,0.7692307829856873,0.8530119061470032,0.7692307829856873,0.4743765592575073,0.7692307829856873,0.7692307829856873
3,0.8189045786857605,0.9062679409980774,0.8189045786857605,0.38765859603881836,0.8189045786857605,0.8189045786857605,0.7633135914802551,0.8604303598403931,0.7633135914802551,0.4669698178768158,0.7633135914802551,0.7633135914802551
4,0.8259717226028442,0.9049996733665466,0.8259717226028442,0.3885385990142822,0.8259717226028442,0.8259717226028442,0.7781065106391907,0.8695117235183716,0.7781065106391907,0.44531282782554626,0.7781065106391907,0.7781065106391907
5,0.8409894108772278,0.9207953810691833,0.8409894108772278,0.35633596777915955,0.8409894108772278,0.8409894108772278,0.7603550553321838,0.8614019155502319,0.7603549957275391,0.4650886058807373,0.7603550553321838,0.7603550553321838
6,0.8454063534736633,0.9275805354118347,0.8454063534736633,0.3429431915283203,0.8454063534736633,0.8454063534736633,0.7928994297981262,0.8796347975730896,0.7928994297981262,0.43960893154144287,0.7928994297981262,0.7928994297981262
7,0.8427562117576599,0.9263563752174377,0.8427562117576599,0.34389206767082214,0.8427562117576599,0.8427562117576599,0.8284023404121399,0.902686357498169,0.8284023404121399,0.3961549997329712,0.8284023404121399,0.8284023404121399
8,0.8436395525932312,0.923888623714447,0.8436395525932312,0.3511921167373657,0.8436395525932312,0.8436395525932312,0.8402366638183594,0.9126036763191223,0.8402366638183594,0.37453556060791016,0.8402366638183594,0.8402366638183594
9,0.8537985682487488,0.9301517009735107,0.8537985682487488,0.3366082012653351,0.8537985682487488,0.8537985682487488,0.8165680766105652,0.8951979279518127,0.81656813621521,0.40397724509239197,0.8165680766105652,0.8165680766105652
10,0.8696996569633484,0.9417306780815125,0.8696996569633484,0.30823975801467896,0.8696996569633484,0.8696996569633484,0.8668639063835144,0.9394016265869141,0.8668639063835144,0.3224859833717346,0.8668639063835144,0.8668639063835144
11,0.8568904399871826,0.9384728670120239,0.8568904399871826,0.3172602653503418,0.8568904399871826,0.8568904399871826,0.834319531917572,0.9160305261611938,0.834319531917572,0.3666851222515106,0.834319531917572,0.834319531917572
12,0.8476148247718811,0.9306901693344116,0.8476148247718811,0.3346692621707916,0.8476148247718811,0.8476148247718811,0.8431952595710754,0.9218164682388306,0.8431952595710754,0.35474345088005066,0.8431952595710754,0.8431952595710754
13,0.8683745861053467,0.9438238739967346,0.8683745265007019,0.3032873570919037,0.8683745861053467,0.8683745861053467,0.8461538553237915,0.9298563003540039,0.8461538553237915,0.3330535292625427,0.8461538553237915,0.8461538553237915
14,0.8776502013206482,0.9469332695007324,0.8776502013206482,0.29463091492652893,0.8776502013206482,0.8776502013206482,0.8757396340370178,0.9480410814285278,0.8757396340370178,0.29197725653648376,0.8757396340370178,0.8757396340370178
15,0.8860424160957336,0.9482259154319763,0.8860423564910889,0.29047834873199463,0.8860424160957336,0.8860424160957336,0.8106508851051331,0.8969879746437073,0.8106508851051331,0.41639429330825806,0.8106508851051331,0.8106508851051331
16,0.8886925578117371,0.9539034962654114,0.8886925578117371,0.2743523120880127,0.8886925578117371,0.8886925578117371,0.8520709872245789,0.9355502128601074,0.8520709872245789,0.31793734431266785,0.8520709872245789,0.8520709872245789
17,0.8745583295822144,0.9553880095481873,0.8745583295822144,0.2695464789867401,0.8745583295822144,0.8745583295822144,0.8402366638183594,0.9284074902534485,0.8402366638183594,0.34229058027267456,0.8402366638183594,0.8402366638183594
18,0.8780918717384338,0.9529898762702942,0.8780918717384338,0.2771179676055908,0.8780918717384338,0.8780918717384338,0.8757396340370178,0.9471044540405273,0.8757396340370178,0.29430311918258667,0.8757396340370178,0.8757396340370178
19,0.8847172856330872,0.9540189504623413,0.8847172856330872,0.27392691373825073,0.8847172856330872,0.8847172856330872,0.8461538553237915,0.9389858841896057,0.8461538553237915,0.3129054307937622,0.8461538553237915,0.8461538553237915
20,0.9006183743476868,0.9664714932441711,0.9006183743476868,0.23597370088100433,0.9006183743476868,0.9006183743476868,0.8491124510765076,0.9490213990211487,0.8491124510765076,0.28211092948913574,0.8491124510765076,0.8491124510765076
21,0.8878092169761658,0.9577158093452454,0.8878092169761658,0.26338744163513184,0.8878092169761658,0.8878092169761658,0.8668639063835144,0.944460928440094,0.8668639063835144,0.2988298535346985,0.8668639063835144,0.8668639063835144
22,0.8904593586921692,0.9579641222953796,0.8904593586921692,0.2622348666191101,0.8904593586921692,0.8904593586921692,0.8757396340370178,0.9481722712516785,0.8757396340370178,0.2911989688873291,0.8757396340370178,0.8757396340370178
23,0.8979681730270386,0.9665094017982483,0.8979681730270386,0.23581846058368683,0.8979681730270386,0.8979681730270386,0.8786982297897339,0.9602998495101929,0.8786982297897339,0.2531363368034363,0.8786982297897339,0.8786982297897339
24,0.8869258165359497,0.9565353393554688,0.8869258165359497,0.2674235701560974,0.8869258165359497,0.8869258165359497,0.8698225021362305,0.9446666836738586,0.8698225021362305,0.29880794882774353,0.8698225021362305,0.8698225021362305
25,0.9010600447654724,0.9669727087020874,0.9010600447654724,0.2338341474533081,0.9010600447654724,0.9010600447654724,0.8964496850967407,0.9704054594039917,0.8964497447013855,0.23130382597446442,0.8964496850967407,0.8964496850967407
26,0.9010600447654724,0.9679660797119141,0.9010600447654724,0.22994466125965118,0.9010600447654724,0.9010600447654724,0.9023668766021729,0.9685891270637512,0.9023668766021729,0.23118701577186584,0.9023668766021729,0.9023668766021729
27,0.9129858613014221,0.9727303385734558,0.9129858613014221,0.21226604282855988,0.9129858613014221,0.9129858613014221,0.9142012000083923,0.9726462364196777,0.9142012000083923,0.21121558547019958,0.9142012000083923,0.9142012000083923
28,0.9015017747879028,0.9676430225372314,0.9015017747879028,0.2298608273267746,0.9015017747879028,0.9015017747879028,0.8372781276702881,0.9116016030311584,0.8372781276702881,0.4040992259979248,0.8372781276702881,0.8372781276702881
29,0.9151943325996399,0.9744811654090881,0.9151943325996399,0.20436164736747742,0.9151943325996399,0.9151943325996399,0.8964496850967407,0.9662564992904663,0.8964497447013855,0.23300522565841675,0.8964496850967407,0.8964496850967407
30,0.9134275913238525,0.9748677611351013,0.9134275913238525,0.20294788479804993,0.9134275913238525,0.9134275913238525,0.88165682554245,0.9615297913551331,0.88165682554245,0.25033363699913025,0.88165682554245,0.88165682554245
31,0.8886925578117371,0.9594034552574158,0.8886925578117371,0.25821131467819214,0.8886925578117371,0.8886925578117371,0.8875739574432373,0.9523126482963562,0.8875740170478821,0.2808293104171753,0.8875739574432373,0.8875739574432373
32,0.9125441908836365,0.9737505316734314,0.9125441908836365,0.20808666944503784,0.9125441908836365,0.9125441908836365,0.8727810382843018,0.9559626579284668,0.8727810382843018,0.2693415880203247,0.8727810382843018,0.8727810382843018
33,0.9001767039299011,0.9710017442703247,0.9001767039299011,0.21866625547409058,0.9001767039299011,0.9001767039299011,0.8757396340370178,0.9545096755027771,0.8757396340370178,0.2747718393802643,0.8757396340370178,0.8757396340370178
34,0.8939929604530334,0.9659755825996399,0.8939929604530334,0.2358555942773819,0.8939929604530334,0.8939929604530334,0.8934911489486694,0.9532797932624817,0.8934911489486694,0.27655255794525146,0.8934911489486694,0.8934911489486694
35,0.9235865473747253,0.979720413684845,0.9235865473747253,0.18230444192886353,0.9235865473747253,0.9235865473747253,0.9378698468208313,0.9754123091697693,0.9378698468208313,0.20091992616653442,0.9378698468208313,0.9378698468208313
36,0.9178445339202881,0.9746246933937073,0.9178445339202881,0.20387251675128937,0.9178445339202881,0.9178445339202881,0.8431952595710754,0.9289022088050842,0.8431952595710754,0.3523488938808441,0.8431952595710754,0.8431952595710754
37,0.8992933034896851,0.9657567143440247,0.8992933034896851,0.23726211488246918,0.8992933034896851,0.8992933034896851,0.9171597361564636,0.980445384979248,0.9171597361564636,0.1882546991109848,0.9171597361564636,0.9171597361564636
38,0.9094523191452026,0.9747226238250732,0.9094523191452026,0.2035342901945114,0.9094523191452026,0.9094523191452026,0.8727810382843018,0.9571356177330017,0.8727810382843018,0.26624929904937744,0.8727810382843018,0.8727810382843018
39,0.9174028038978577,0.9754019975662231,0.9174028038978577,0.20088908076286316,0.9174028038978577,0.9174028038978577,0.9053254723548889,0.9755085110664368,0.9053254723548889,0.20184142887592316,0.9053254723548889,0.9053254723548889
40,0.9187279343605042,0.9772129654884338,0.9187279343605042,0.1930943876504898,0.9187279343605042,0.9187279343605042,0.8934911489486694,0.9629871249198914,0.8934911489486694,0.24380406737327576,0.8934911489486694,0.8934911489486694
41,0.9103356599807739,0.9737597107887268,0.9103356599807739,0.20782595872879028,0.9103356599807739,0.9103356599807739,0.9171597361564636,0.9774168729782104,0.9171597361564636,0.19694460928440094,0.9171597361564636,0.9171597361564636
42,0.9147526621818542,0.9729260206222534,0.9147526621818542,0.21012690663337708,0.9147526621818542,0.9147526621818542,0.8727810382843018,0.9457607865333557,0.8727810382843018,0.3043207824230194,0.8727810382843018,0.8727810382843018
43,0.9200530052185059,0.9770357012748718,0.9200530052185059,0.19438642263412476,0.9200530052185059,0.9200530052185059,0.8491124510765076,0.93645179271698,0.8491124510765076,0.3472813069820404,0.8491124510765076,0.8491124510765076
44,0.9293286204338074,0.9806632995605469,0.9293286204338074,0.17686086893081665,0.9293286204338074,0.9293286204338074,0.9201183319091797,0.9754559993743896,0.9201183319091797,0.20040857791900635,0.9201183319091797,0.9201183319091797
45,0.9222614765167236,0.9772909879684448,0.9222614765167236,0.1933363974094391,0.9222614765167236,0.9222614765167236,0.8934911489486694,0.9691449403762817,0.8934911489486694,0.22601692378520966,0.8934911489486694,0.8934911489486694
46,0.9257950782775879,0.9816417098045349,0.9257950782775879,0.17337636649608612,0.9257950782775879,0.9257950782775879,0.9112426042556763,0.9718978404998779,0.9112426042556763,0.21413767337799072,0.9112426042556763,0.9112426042556763
47,0.9328621625900269,0.9835089445114136,0.9328621625900269,0.16350746154785156,0.9328621625900269,0.9328621625900269,0.9408283829689026,0.9876449108123779,0.9408283829689026,0.14411620795726776,0.9408283829689026,0.9408283829689026
48,0.9187279343605042,0.9766660332679749,0.9187279343605042,0.19633261859416962,0.9187279343605042,0.9187279343605042,0.9201183319091797,0.9713420271873474,0.9201183319091797,0.21651870012283325,0.9201183319091797,0.9201183319091797
49,0.9310954213142395,0.9794178605079651,0.9310954213142395,0.1841486245393753,0.9310954213142395,0.9310954213142395,0.9082840085029602,0.9723748564720154,0.9082840085029602,0.2136269062757492,0.9082840085029602,0.9082840085029602
50,0.9293286204338074,0.9814873337745667,0.9293286204338074,0.17348767817020416,0.9293286204338074,0.9293286204338074,0.9201183319091797,0.9782090187072754,0.9201183319091797,0.18843862414360046,0.9201183319091797,0.9201183319091797
51,0.9253533482551575,0.9808986186981201,0.9253533482551575,0.17677658796310425,0.9253533482551575,0.9253533482551575,0.9053254723548889,0.9792900085449219,0.9053254723548889,0.18524789810180664,0.9053254723548889,0.9053254723548889
52,0.929770290851593,0.9831072688102722,0.929770290851593,0.16612985730171204,0.929770290851593,0.929770290851593,0.8964496850967407,0.9691537022590637,0.8964497447013855,0.22333240509033203,0.8964496850967407,0.8964496850967407
53,0.9266784191131592,0.9797331094741821,0.9266784191131592,0.18087196350097656,0.9266784191131592,0.9266784191131592,0.9142012000083923,0.9677620530128479,0.9142012000083923,0.22955089807510376,0.9142012000083923,0.9142012000083923
54,0.9328621625900269,0.9822860360145569,0.9328621625900269,0.16883282363414764,0.9328621625900269,0.9328621625900269,0.8994082808494568,0.966243326663971,0.8994083404541016,0.2404775172472,0.8994082808494568,0.8994082808494568
55,0.9306536912918091,0.9824995994567871,0.9306536912918091,0.16867411136627197,0.9306536912918091,0.9306536912918091,0.9260355234146118,0.9835264086723328,0.9260355234146118,0.16661259531974792,0.9260355234146118,0.9260355234146118
56,0.9196113348007202,0.9793282151222229,0.9196113348007202,0.18522869050502777,0.9196113348007202,0.9196113348007202,0.9112426042556763,0.9751541018486023,0.9112426042556763,0.20233847200870514,0.9112426042556763,0.9112426042556763
57,0.9235865473747253,0.976507842540741,0.9235865473747253,0.19619807600975037,0.9235865473747253,0.9235865473747253,0.9023668766021729,0.9697226881980896,0.9023668766021729,0.22214500606060028,0.9023668766021729,0.9023668766021729
58,0.9363957643508911,0.9841026663780212,0.9363957643508911,0.16199049353599548,0.9363957643508911,0.9363957643508911,0.9289940595626831,0.9842267632484436,0.9289940595626831,0.1668468713760376,0.9289940595626831,0.9289940595626831
59,0.9474381804466248,0.9894644618034363,0.9474381804466248,0.13510477542877197,0.9474381804466248,0.9474381804466248,0.9289940595626831,0.9866251349449158,0.9289940595626831,0.1590859740972519,0.9289940595626831,0.9289940595626831
60,0.9474381804466248,0.9887132048606873,0.9474381804466248,0.13907025754451752,0.9474381804466248,0.9474381804466248,0.9171597361564636,0.9752810001373291,0.9171597361564636,0.19844532012939453,0.9171597361564636,0.9171597361564636
61,0.9518551230430603,0.9913008809089661,0.9518551230430603,0.12473063915967941,0.9518551230430603,0.9518551230430603,0.9230769276618958,0.9762875437736511,0.9230769276618958,0.19419978559017181,0.9230769276618958,0.9230769276618958
62,0.9514134526252747,0.9916816353797913,0.9514134526252747,0.1216488629579544,0.9514134526252747,0.9514134526252747,0.9497041702270508,0.9891810417175293,0.9497041702270508,0.14014661312103271,0.9497041702270508,0.9497041702270508
63,0.9575971961021423,0.991516649723053,0.9575971961021423,0.11947304010391235,0.9575971961021423,0.9575971961021423,0.9112426042556763,0.9701954126358032,0.9112426042556763,0.22262223064899445,0.9112426042556763,0.9112426042556763
64,0.9408127069473267,0.9859718680381775,0.9408127069473267,0.1503070443868637,0.9408127069473267,0.9408127069473267,0.9467455744743347,0.9897937774658203,0.9467455744743347,0.13921788334846497,0.9467455744743347,0.9467455744743347
65,0.9492049217224121,0.9896736145019531,0.9492049217224121,0.13215626776218414,0.9492049217224121,0.9492049217224121,0.9349112510681152,0.9803971648216248,0.9349112510681152,0.1762429177761078,0.9349112510681152,0.9349112510681152
66,0.9456713795661926,0.9870079755783081,0.9456713795661926,0.14229638874530792,0.9456713795661926,0.9456713795661926,0.9319526553153992,0.9846119284629822,0.9319526553153992,0.1577703356742859,0.9319526553153992,0.9319526553153992
67,0.9439045786857605,0.9873055815696716,0.9439045786857605,0.14211128652095795,0.9439045786857605,0.9439045786857605,0.9171597361564636,0.9835439920425415,0.9171597361564636,0.16547390818595886,0.9171597361564636,0.9171597361564636
68,0.9492049217224121,0.9904754161834717,0.9492049217224121,0.12820950150489807,0.9492049217224121,0.9492049217224121,0.9378698468208313,0.9890060424804688,0.9378698468208313,0.13762032985687256,0.9378698468208313,0.9378698468208313
69,0.9562720656394958,0.9919037818908691,0.9562720656394958,0.11835014820098877,0.9562720656394958,0.9562720656394958,0.9201183319091797,0.9772416949272156,0.9201183319091797,0.19385379552841187,0.9201183319091797,0.9201183319091797
70,0.945229709148407,0.9902592897415161,0.945229709148407,0.12718772888183594,0.945229709148407,0.945229709148407,0.9319526553153992,0.9815307855606079,0.9319526553153992,0.17317445576190948,0.9319526553153992,0.9319526553153992
71,0.952296793460846,0.9906700849533081,0.952296793460846,0.12458716332912445,0.952296793460846,0.952296793460846,0.9467455744743347,0.9868000745773315,0.9467455744743347,0.1491093784570694,0.9467455744743347,0.9467455744743347
72,0.9540635943412781,0.9927932620048523,0.9540635347366333,0.11257118731737137,0.9540635943412781,0.9540635943412781,0.9319526553153992,0.981583297252655,0.9319526553153992,0.1757253259420395,0.9319526553153992,0.9319526553153992
73,0.9549469947814941,0.9916945695877075,0.9549469947814941,0.11830274015665054,0.9549469947814941,0.9549469947814941,0.9437869787216187,0.9880693554878235,0.9437869787216187,0.14592856168746948,0.9437869787216187,0.9437869787216187
